date,high,low,open,close,volume
2016-04-27,98.709999,95.68,96,97.82,114602100
2016-04-26,105.300003,103.910004,103.910004,104.349998,56016200
2016-04-25,105.650002,104.510002,105,105.080002,28031600
2016-04-22,106.480003,104.620003,105.010002,105.68,33683100
2016-04-21,106.93,105.519997,106.93,105.970001,31552500
2016-04-20,108.089996,106.059998,106.639999,107.129997,30611000
2016-04-19,108,106.230003,107.879997,106.910004,32384900
2016-04-18,108.949997,106.940002,108.889999,107.480003,60834000
2016-04-15,112.300003,109.730003,112.110001,109.849998,46939000
2016-04-14,112.389999,111.330002,111.620003,112.099998,25473900
2016-04-13,112.339996,110.800003,110.800003,112.040001,33257300
2016-04-12,110.5,108.660004,109.339996,110.440002,27232300
2016-04-11,110.610001,108.830002,108.970001,109.019997,29407500
2016-04-08,109.769997,108.169998,108.910004,108.660004,23581700
2016-04-07,110.419998,108.120003,109.949997,108.540001,31801900
2016-04-06,110.980003,109.199997,110.230003,110.959999,26404100
2016-04-05,110.730003,109.419998,109.510002,109.809998,26578700
2016-04-04,112.190002,110.269997,110.419998,111.120003,37356200
2016-04-01,110,108.199997,108.779999,109.989998,25874000
2016-03-31,109.900002,108.879997,109.720001,108.989998,25888400
2016-03-30,110.419998,108.599998,108.650002,109.559998,45601100
2016-03-29,107.790001,104.879997,104.889999,107.68,31190100
2016-03-28,106.190002,105.059998,106,105.190002,19411400
2016-03-24,106.25,104.889999,105.470001,105.669998,26133000
2016-03-23,107.07,105.900002,106.480003,106.129997,25703500
2016-03-22,107.290001,105.209999,105.25,106.720001,32444400
2016-03-21,107.650002,105.139999,105.93,105.910004,35502700
2016-03-18,106.5,105.190002,106.339996,105.919998,44205200
2016-03-17,106.470001,104.959999,105.519997,105.800003,34420700
2016-03-16,106.309998,104.589996,104.610001,105.970001,38303500
2016-03-15,105.18,103.849998,103.959999,104.580002,40067700
2016-03-14,102.910004,101.779999,101.910004,102.519997,25076100
2016-03-11,102.279999,101.5,102.239998,102.260002,27408200
2016-03-10,102.239998,100.150002,101.410004,101.169998,33513600
2016-03-09,101.580002,100.269997,101.309998,101.120003,27201700
2016-03-08,101.760002,100.400002,100.779999,101.029999,31561900
2016-03-07,102.830002,100.959999,102.389999,101.870003,35828900
2016-03-04,103.75,101.370003,102.370003,103.010002,46055100
2016-03-03,101.709999,100.449997,100.580002,101.5,36955700
2016-03-02,100.889999,99.639999,100.510002,100.75,33169600
2016-03-01,100.769997,97.419998,97.650002,100.529999,50407100
2016-02-29,98.230003,96.650002,96.860001,96.690002,35216300
2016-02-26,98.019997,96.580002,97.199997,96.910004,28991100
2016-02-25,96.760002,95.25,96.050003,96.760002,27582700
2016-02-24,96.379997,93.32,93.980003,96.099998,36255700
2016-02-23,96.5,94.550003,96.400002,94.690002,31942600
2016-02-22,96.900002,95.919998,96.309998,96.879997,34280800
2016-02-19,96.760002,95.800003,96,96.040001,35374200
2016-02-18,98.889999,96.089996,98.839996,96.260002,39021000
2016-02-17,98.209999,96.150002,96.669998,98.120003,44863200
2016-02-16,96.849998,94.610001,95.019997,96.639999,49057900
2016-02-12,94.5,93.010002,94.190002,93.989998,40351400
2016-02-11,94.720001,92.589996,93.790001,93.699997,50074700
2016-02-10,96.349998,94.099998,95.919998,94.269997,42343600
2016-02-09,95.940002,93.93,94.290001,94.989998,44331200
2016-02-08,95.699997,93.040001,93.129997,95.010002,54021400
2016-02-05,96.919998,93.690002,96.519997,94.019997,46418100
2016-02-04,97.330002,95.190002,95.860001,96.599998,46471700
2016-02-03,96.839996,94.080002,95,96.349998,45964300
2016-02-02,96.040001,94.279999,95.419998,94.480003,37357200
2016-02-01,96.709999,95.400002,96.470001,96.43,40943500
